"label","name","super_class","is_extendable","sys_updated_on"
"Cisco UCS Equipment","cmdb_ci_ucs_equipment","Hardware","false","2020-09-13 06:25:33"
"Cisco UCS Rack Mount Unit","cmdb_ci_ucs_rack_unit","Computer","false","2020-09-13 06:21:56"
"UNIX Cluster","cmdb_ci_unix_cluster","Cluster","false","2020-09-13 06:24:17"
"UNIX Cluster Node","cmdb_ci_unix_cluster_node","Cluster Node","false","2020-09-13 06:22:16"
"UNIX Cluster Resource","cmdb_ci_unix_cluster_resource","Cluster Resource","false","2020-09-13 06:27:54"
"UNIX Daemon","cmdb_ci_unix_daemon","IP Service Instance","false","2020-09-13 06:26:36"
"UNIX Server","cmdb_ci_unix_server","Server","true","2020-09-13 06:22:12"
"UPS","cmdb_ci_ups","Hardware","false","2020-09-13 06:25:29"
"UPS Alarm","cmdb_ci_ups_alarm","Configuration Item","false","2020-09-13 06:24:03"
"UPS Bypass","cmdb_ci_ups_bypass","Configuration Item","false","2020-09-13 06:23:42"
"UPS Input","cmdb_ci_ups_input","Configuration Item","false","2020-09-13 06:22:58"
"UPS Output","cmdb_ci_ups_output","Configuration Item","false","2020-09-13 06:23:14"
"Uninterruptible Power Supply","cmdb_ci_ups_power_eq","Power Equipment","false","2020-09-13 06:24:00"
"VMware vCenter Instance","cmdb_ci_vcenter","Application","false","2020-09-13 06:23:01"
"VMware vCenter Cluster","cmdb_ci_vcenter_cluster","Host Cluster","false","2020-09-13 06:21:27"
"VMWare vCenter Cluster DRS Rule","cmdb_ci_vcenter_cluster_drs_rule","Configuration Item","true","2020-09-13 06:22:34"
"VMware vCenter Datacenter","cmdb_ci_vcenter_datacenter","Logical Datacenter","false","2020-09-13 06:25:31"
"VMware vCenter Datastore","cmdb_ci_vcenter_datastore","Datastore","false","2020-09-13 06:21:35"
"Datastore Disk","cmdb_ci_vcenter_datastore_disk","Configuration Item","false","2020-09-13 06:25:59"
"VMware Distributed Virtual Switch","cmdb_ci_vcenter_dvs","Cloud Network","false","2020-09-13 06:27:39"
"VMware Distributed Virtual Port Group","cmdb_ci_vcenter_dv_port_group","Port Group","false","2020-09-13 06:27:54"
"VMware vCenter Folder","cmdb_ci_vcenter_folder","VMware vCenter Object","false","2020-09-13 06:25:45"
"VMware vCenter Host Group","cmdb_ci_vcenter_host_group","Configuration Item","false","2020-09-13 06:27:52"
"VMware vCenter Network","cmdb_ci_vcenter_network","Cloud Network","false","2020-09-13 06:24:38"
"VMware vCenter Object","cmdb_ci_vcenter_object","Virtual Machine Object","true","2020-09-13 06:21:01"
"VMware vCenter Server Object","cmdb_ci_vcenter_server_obj","Virtualization Server","true","2020-09-13 06:26:08"
"VMware vCenter VM Group","cmdb_ci_vcenter_vm_group","Configuration Item","false","2020-09-13 06:26:05"
"Veritas Disk","cmdb_ci_veritas_disk","Storage Pool","false","2020-09-13 06:22:32"
"Veritas Disk Group","cmdb_ci_veritas_disk_group","Configuration Item","false","2020-09-13 06:26:17"
"Veritas Plex","cmdb_ci_veritas_plex","Storage Pool","false","2020-09-13 06:21:33"
"Veritas Subdisk","cmdb_ci_veritas_subdisk","Storage Pool Member","false","2020-09-13 06:25:34"
"Veritas Volume","cmdb_ci_veritas_volume","Storage Pool","false","2020-09-13 06:25:50"
"Virtualization Server","cmdb_ci_virtualization_server","Server","true","2020-09-13 06:24:29"
"Virtual Desktop","cmdb_ci_virtual_desktop","Virtual Machine Object","false","2020-09-13 06:27:07"
"Virtual Private Gateway","cmdb_ci_virtual_pvt_gateway","Virtual Machine Object","false","2020-09-13 06:24:53"
"Virtual Machine HyperVisor","cmdb_ci_vm","Application","true","2020-09-13 06:22:54"
"VMware Virtual Machine Instance","cmdb_ci_vmware_instance","Virtual Machine Instance","false","2020-09-13 06:24:43"
"VMware Network Adapter","cmdb_ci_vmware_nic","Cloud Mgmt Network Interface","false","2020-09-13 06:25:01"
"VMware Virtual Machine Template","cmdb_ci_vmware_template","Virtual Machine Template","false","2020-09-13 06:25:02"
"Virtual Machine Instance","cmdb_ci_vm_instance","Virtual Machine Object","true","2020-09-13 06:21:38"
"Virtual Machine Object","cmdb_ci_vm_object","Configuration Item","true","2020-09-13 06:21:00"
"Parallels","cmdb_ci_vm_parallels","Virtual Machine HyperVisor","false","2020-09-13 06:23:15"
"Virtual Machine Template","cmdb_ci_vm_template","Image","true","2020-09-13 06:23:37"
"VM User Credentials","cmdb_ci_vm_user_credentials","Virtual Machine Object","false","2020-09-13 06:28:40"
"VMware","cmdb_ci_vm_vmware","Virtual Machine HyperVisor","false","2020-09-13 06:25:19"
"Zones","cmdb_ci_vm_zones","Virtual Machine HyperVisor","false","2020-09-13 06:24:54"
"Volume Template","cmdb_ci_volume_template","Virtual Machine Object","false","2020-09-13 06:28:31"
"Virtual Private Cloud","cmdb_ci_vpc","Configuration Item","false","2020-09-13 06:46:04"
"Virtual Private Network","cmdb_ci_vpn","Configuration Item","false","2020-09-13 06:27:40"
"VPN Connection","cmdb_ci_vpn_connection","Virtual Machine Object","false","2020-09-13 06:27:12"
"VServer Peer","cmdb_ci_vserver_peer","Virtual Machine Object","false","2020-09-13 06:28:14"
"WAN Accelerator","cmdb_ci_wan_accel_network","Network Gear","false","2020-09-13 06:27:06"
"Wireless Access Point","cmdb_ci_wap_network","Network Gear","false","2020-09-13 06:23:03"
"WBEM Service","cmdb_ci_wbem_service","Application","false","2020-09-13 06:21:21"
"Websphere Cell","cmdb_ci_websphere_cell","Configuration Item","false","2020-09-13 06:26:13"
"Web Application","cmdb_ci_web_application","Application","false","2020-09-13 06:25:57"
"Lotus Domino HTTP Server","cmdb_ci_web_domino","Application","false","2020-09-13 06:28:28"
"Web Server","cmdb_ci_web_server","Infrastructure Service","true","2020-09-13 06:21:49"
"Web Service","cmdb_ci_web_service","Application","false","2020-09-13 06:27:23"
"Web Site","cmdb_ci_web_site","Application","false","2020-09-13 06:27:51"
"Windows Service","cmdb_ci_windows_service","IP Service Instance","false","2020-09-13 06:27:02"
"Windows Cluster","cmdb_ci_win_cluster","Cluster","false","2020-09-13 06:27:44"
"Windows Cluster Node","cmdb_ci_win_cluster_node","Cluster Node","false","2020-09-13 06:21:53"
"Windows Cluster Resource","cmdb_ci_win_cluster_resource","Cluster Resource","false","2020-09-13 06:27:48"
"Windows Domain Controller","cmdb_ci_win_domain_controller","Application","false","2020-09-13 06:24:55"
"Windows Server","cmdb_ci_win_server","Server","false","2020-09-13 06:21:42"
"Data Center Zone","cmdb_ci_zone","Configuration Item","false","2020-09-13 06:28:05"
"CMDB Class Information","cmdb_class_info","Application File","false","2020-09-13 06:22:49"
"Relationships between CMDB Classes","cmdb_class_relationships","","false","2020-09-13 06:26:57"
"CMDB Class User Preference","cmdb_class_user_preference","Application File","false","2020-09-13 06:25:15"
"Cloud Mgmt Credentials","cmdb_cloud_mgmt_credentials","Credentials","false","2020-09-13 06:22:39"
"Consumable Model Lifecycle","cmdb_consumable_model_lifecycle","Model Lifecycle","false","2020-09-13 06:20:40"
"Consumable Model","cmdb_consumable_product_model","Product Model","false","2020-09-13 06:20:41"
"Contract Model Lifecycle","cmdb_contract_model_lifecycle","Model Lifecycle","false","2020-09-13 06:20:39"
"Contract Model","cmdb_contract_product_model","Product Model","false","2013-12-19 03:10:02"
"Bulk Convert Services","cmdb_convert_bulk_services","","false","2020-09-13 06:58:32"
"Bulk Convert Services Entry","cmdb_convert_bulk_services_entry","","false","2020-09-13 06:58:32"
"Data Source Attribute values","cmdb_datasource_attribute_value","","false","2020-09-13 06:21:10"
"Data Source History","cmdb_datasource_last_update","","false","2020-09-13 06:25:27"
"Data Source Precedence","cmdb_datasource_precedence","Application File","false","2020-09-13 06:28:09"
"Data Source Staleness Definition","cmdb_datasource_staleness","Application File","false","2020-09-13 06:28:00"
"Database Option","cmdb_db_option","","false","2020-09-13 06:36:44"
"Database Tablespace","cmdb_db_tablespace","","false","2020-09-13 06:36:42"
"CMDB Duplicate Remediator Default Related Items","cmdb_dedup_default_rel_item","Application File","false","2020-09-13 06:24:41"
"Depreciation","cmdb_depreciation","","false","2020-09-13 06:38:36"
"CMDB Discovery","cmdb_discovery","","false","2020-09-13 06:24:34"
"Duplicate CI Remediation","cmdb_duplicate_ci_remediation","","false","2020-09-13 06:28:09"
"Environment to CI","cmdb_environment_to_ci","","false","2020-09-13 06:23:22"
"Facility Model Lifecycle","cmdb_facility_model_lifecycle","Model Lifecycle","false","2020-09-13 06:20:41"
"Facility Model","cmdb_facility_product_model","Product Model","false","2020-09-13 06:20:40"
"Fibre Channel Initiator","cmdb_fc_initiator","","false","2020-09-13 06:28:29"
"Fibre Channel Targets","cmdb_fc_target","","false","2020-09-13 06:26:33"
"Name Fixups","cmdb_fixup","","false","2020-09-13 06:27:39"
"CMDB Group","cmdb_group","","false","2020-09-13 06:37:15"
"CMDB Group Contains Configuration Item","cmdb_group_contains_ci","","false","2020-09-13 06:37:16"
"CMDB Group Contains Encoded Query","cmdb_group_contains_encoded_query","","false","2020-09-13 06:37:15"
"CMDB Group Contains Saved Query","cmdb_group_contains_qb_query","","false","2020-09-13 06:37:16"
"CMDB Group Event Queue","cmdb_group_event_queue","","false","2020-09-13 06:37:16"
"CMDB Group Type","cmdb_group_type","","false","2020-09-13 06:37:16"
"Hardware Model Lifecycle","cmdb_hardware_model_lifecycle","Model Lifecycle","false","2020-09-13 06:20:39"
"Hardware Model","cmdb_hardware_product_model","Product Model","false","2020-09-13 06:20:39"
"CMDB Health Configuration","cmdb_health_config","Application File","false","2020-09-13 06:22:25"
"CMDB Health Metric","cmdb_health_metric","Application File","false","2020-09-13 06:23:06"
"CMDB Health Metric Preference","cmdb_health_metric_pref","Application File","false","2020-09-13 06:24:44"
"CMDB Health Metric Status","cmdb_health_metric_status","","false","2020-09-13 06:25:50"
"CMDB Health Orphan Rule","cmdb_health_orphan_rule","Application File","false","2020-09-13 06:24:40"
"CMDB Health Processor Status","cmdb_health_processor_status","","false","2020-09-13 06:22:55"
"CMDB Health Result","cmdb_health_result","","false","2020-09-13 06:25:24"
"CMDB Health Result Group Mapping","cmdb_health_result_group_map","","false","2020-09-13 06:27:52"
"CMDB Relationship All Rules Health Results","cmdb_health_result_rel_all","","false","2020-09-13 06:22:23"
"CMDB Health Result Service Mapping","cmdb_health_result_service_map","","false","2020-09-13 06:28:41"
"CMDB Health Scorecard","cmdb_health_scorecard","","true","2020-09-13 06:22:09"
"CMDB Group Health Scorecard","cmdb_health_scorecard_group","CMDB Health Scorecard","false","2020-09-13 06:25:37"
"CMDB Health Group Scorecard Threshold","cmdb_health_scorecard_group_threshold","Application File","false","2020-09-13 06:24:35"
"CMDB Service Health Scorecard","cmdb_health_scorecard_service","CMDB Health Scorecard","false","2020-09-13 06:22:09"
"CMDB Health Scorecard Threshold","cmdb_health_scorecard_threshold","Application File","false","2020-09-13 06:25:37"
"CMDB Health Source Precedence","cmdb_health_source_precedence","","false","2020-09-13 06:27:38"
"CMDB Health Staleness Rule","cmdb_health_staleness_rule","Application File","false","2020-09-13 06:22:17"
"Identifier","cmdb_identifier","Application File","false","2020-09-13 06:21:21"
"Identifier Entry","cmdb_identifier_entry","Application File","false","2020-09-13 06:21:04"
"Identification Inclusion Rules","cmdb_ie_active_config","Application File","false","2020-09-13 06:23:07"
"Identification Engine Context","cmdb_ie_context","","false","2020-09-13 06:22:20"
"Identification Engine Log","cmdb_ie_log","","false","2020-09-13 06:24:50"
"Identification Engine Run","cmdb_ie_run","","false","2020-09-13 06:27:57"
"CMDB Transform History","cmdb_import_set_run","","false","2020-09-13 06:26:55"
"Instance Run History","cmdb_instance_run_history","","false","2020-09-13 06:24:03"
"CMDB Integration Studio Application","cmdb_inst_application","Application File","false","2020-09-13 06:24:34"
"CMDB Integration Studio Application Data Source","cmdb_inst_application_feed","Robust Transform Engine Entity Based Definition","false","2020-09-13 06:22:08"
"CMDB Integration Studio Entity","cmdb_inst_entity","RTE Entity","false","2020-09-13 06:22:04"
"IP Address to DNS Name","cmdb_ip_address_dns_name","","false","2020-09-13 06:25:15"
"IP Address Pool","cmdb_ip_address_pool","","false","2020-09-13 06:23:38"
"IP Address Range","cmdb_ip_address_range","","false","2020-09-13 06:22:34"
"IP Service","cmdb_ip_service","Application File","false","2020-09-13 06:25:06"
"Service","cmdb_ip_service_ci","","false","2020-09-13 06:24:32"
"IRE Data Source Rule","cmdb_ire_data_source_rule","Application File","false","2020-09-13 06:26:13"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads","","false","2020-09-13 06:28:17"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0000","","false","2020-09-13 07:14:51"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0001","","false","2020-09-13 07:14:52"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0002","","false","2020-09-13 07:14:53"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0003","","false","2020-09-13 07:14:54"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0004","","false","2020-09-13 07:14:54"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0005","","false","2020-09-13 07:14:55"
"CMDB IRE Incomplete Payloads","cmdb_ire_incomplete_payloads0006","","false","2020-09-13 07:14:56"
"IRE Output Aggregate Stats","cmdb_ire_output_aggregate_stats","","false","2020-09-13 06:28:45"
"IRE Output Target Item","cmdb_ire_output_target_item","","false","2020-09-13 06:21:48"
"CMDB IRE Partial Payloads","cmdb_ire_partial_payloads","","false","2020-09-13 06:25:47"
"CMDB IRE Partial Payloads Index","cmdb_ire_partial_payloads_index","","false","2020-09-13 06:21:05"
"Key Value","cmdb_key_value","","false","2020-09-13 06:26:54"
"KVM Virtual Device","cmdb_kvm_device","","false","2020-09-13 06:27:23"
"Load Balancer Service VLAN","cmdb_lb_service_vlan","","false","2020-09-13 06:23:26"
"Load Balancer VLAN Interface","cmdb_lb_vlan_interface","","false","2020-09-13 06:23:06"
"CMDB Lease","cmdb_lease","","false","2020-09-13 06:26:46"
"Software Upgrade and Downgrades","cmdb_m2m_downgrade_model","","false","2020-09-13 06:20:40"
"Model Compatibility","cmdb_m2m_model_compatibility","","false","2020-09-13 06:20:39"
"Model Component","cmdb_m2m_model_component","","false","2020-09-13 06:20:41"
"Model Substitution","cmdb_m2m_model_substitute","","false","2012-12-20 12:30:42"
"Software Suite","cmdb_m2m_suite_model","","false","2020-09-13 06:20:41"
"CMDB Metadata Containment Rules","cmdb_metadata_containment","Application File","false","2020-09-13 06:23:01"
"CMDB Metadata Hosting Rules","cmdb_metadata_hosting","Application File","false","2020-09-13 06:24:08"
"CMDB Metadata Reference Rules","cmdb_metadata_reference","Application File","false","2020-09-13 06:24:43"
"Product Model","cmdb_model","","true","2020-09-13 06:20:39"
"Model Category","cmdb_model_category","","false","2020-09-13 06:20:41"
"Model Lifecycle","cmdb_model_lifecycle","","true","2020-09-13 06:20:38"
"Unit","cmdb_model_unit","","false","2020-09-13 06:20:39"
"Unit Conversion","cmdb_model_unit_conversion","","false","2020-09-13 06:20:40"
"CMDB MultiSource Column Metadata","cmdb_multisource_column_metadata","Application File","false","2020-09-13 06:26:09"
"CMDB MultiSource Column Type Mapping","cmdb_multisource_column_type_mapping","","false","2020-09-13 06:22:38"
"CMDB MultiSource Data","cmdb_multisource_data","","false","2020-09-13 06:24:29"
"CMDB Multisource Queries","cmdb_multisource_query","","false","2020-09-13 06:21:08"
"CMDB Multisource Query Results","cmdb_multisource_query_result","","true","2020-09-13 06:22:11"
"CMDB Multisource Query Result Diff Records","cmdb_multisource_query_result_diff_record","CMDB Multisource Query Results","false","2020-09-13 06:22:49"
"CMDB Multisource Query Result Discovery Sources","cmdb_multisource_query_result_disco_source","","false","2020-09-13 06:25:25"
"CMDB Multisource Query Result Multisource Records","cmdb_multisource_query_result_ms_record","CMDB Multisource Query Results","false","2020-09-13 06:22:12"
"Query Status","cmdb_multisource_query_status","","false","2020-09-13 06:27:56"
"CMDB Multisource Recompute Task","cmdb_multisource_recomp_task","Task","false","2020-09-13 06:21:48"
"CMDB MultiSource Recompute Task CI","cmdb_multisource_recomp_task_ci","","false","2020-09-13 06:21:54"
"OS User","cmdb_os_user","","false","2020-09-13 06:28:08"
"Affected CIs","cmdb_outage_ci_mtom","","false","2020-09-13 06:24:46"
"Peer Relationships","cmdb_peer","","false","2020-09-13 06:24:43"
"Application PID","cmdb_pid","","false","2020-09-13 06:23:19"
"Printer Instance","cmdb_printer_instance","","false","2020-09-13 06:22:27"
"Printer Instance","cmdb_print_queue_instance","","false","2020-09-13 06:24:54"
"CMDB Properties","cmdb_properties","","false","2020-09-13 06:36:41"
"Query Builder Results","cmdb_qb_result_base","","false","2020-09-13 06:25:11"
"cmdb_qb_result_base$par1","cmdb_qb_result_base$par1","","false","2020-09-13 06:25:11"
"Query Builder Result Table","cmdb_qb_table_mapping","","false","2020-09-13 06:24:46"
"CMDB Recommended Field","cmdb_recommended_fields","Application File","false","2020-09-13 06:21:05"
"Reconciliation Definition","cmdb_reconciliation_definition","Application File","false","2020-09-13 06:27:58"
"Reconciliation Definition Mapping","cmdb_reconciliation_definition_mapping","","false","2020-09-13 06:22:18"
"Direct Relationships","cmdb_related","","false","2020-09-13 06:24:41"
"Related Entry","cmdb_related_entry","Application File","false","2020-09-13 06:21:54"
"CI Relation Attributes","cmdb_rel_attributes","","false","2020-09-13 06:31:52"
"CI Relationship","cmdb_rel_ci","","false","2020-09-13 06:31:52"
"CI Relation Filter","cmdb_rel_filter","Application File","false","2020-09-13 06:28:45"
"Group Relationship","cmdb_rel_group","","false","2020-09-13 06:26:31"
"CI/Group Relationship Type","cmdb_rel_group_type","Application File","false","2020-09-13 06:23:30"
"People Relationship","cmdb_rel_person","","false","2020-09-13 06:27:06"
"CI Relationship Rollup","cmdb_rel_rollup","Application File","false","2020-09-13 06:26:07"
"CI Relationship Type","cmdb_rel_type","Application File","false","2020-09-13 06:24:39"
"CI Relationship Type Rule Definition","cmdb_rel_type_rule_definitions","Application File","false","2020-09-13 06:20:57"
"Suggested Relationship","cmdb_rel_type_suggest","Application File","false","2020-09-13 06:24:31"
"CI/User Relationship Type","cmdb_rel_user_type","Application File","false","2020-09-13 06:24:58"
"Resource Location","cmdb_resource_location","","false","2020-09-13 06:21:48"
"Running Process","cmdb_running_process","","false","2020-09-13 06:24:00"
"Secondary Volume","cmdb_secondary_volume","","false","2020-09-13 06:28:36"
"Serial Number","cmdb_serial_number","","false","2020-09-13 06:21:55"
"Service Model Lifecycle","cmdb_service_model_lifecycle","Model Lifecycle","false","2020-09-13 06:20:41"
"Service Model","cmdb_service_product_model","Product Model","false","2020-09-13 06:20:41"
"Software Instance","cmdb_software_instance","","false","2020-09-13 06:21:34"
"Software Model","cmdb_software_product_model","Product Model","false","2020-09-13 06:20:39"
"Storage Access Policy Rule","cmdb_storage_accesspolicy_rule","","false","2020-09-13 06:26:23"
"Subscribers","cmdb_subscriber","","false","2020-09-13 06:26:28"
"Switch Port","cmdb_switch_port","","false","2020-09-13 06:23:42"
"Software License Calculation","cmdb_sw_license_calculation","","false","2020-09-13 06:20:40"
"TCP Connection","cmdb_tcp","","false","2020-09-13 06:28:31"
"TCP Connection (Deprecated)","cmdb_tcp_connection","","false","2020-09-13 06:22:55"
"TCP Half-connection","cmdb_tcp_half","","false","2020-09-13 06:22:45"
"CMDB View","cmdb_view","Application File","false","2020-09-13 06:25:03"
"CMDB View Instance","cmdb_view_instance","Application File","false","2020-09-13 06:23:16"
"Volume Autosize Mode","cmdb_volume_autosize_mode","","false","2020-09-13 06:23:34"
"Volume Security Style","cmdb_volume_security_style","","false","2020-09-13 06:25:13"
"Building","cmn_building","","false","2020-09-13 06:14:43"
"Help Context","cmn_context_help","Application File","false","2020-09-13 06:17:01"
"Cost Center","cmn_cost_center","","false","2020-09-13 06:14:43"
"Department","cmn_department","","false","2020-09-13 06:14:42"
"Location","cmn_location","","false","2020-09-13 06:14:42"
"Map Coordinate Definition","cmn_map_coordinate_definition","Map Item","false","2020-09-13 06:43:18"
"Map Data Item","cmn_map_data_item","Map Item","false","2020-09-13 06:43:19"
"Map Page Filter","cmn_map_filter","Map Item","false","2020-09-13 06:43:17"
"Map Filter Data Mapping","cmn_map_filter_data_mapping","Application File","false","2020-09-13 06:43:19"
"Map Page Filter Item","cmn_map_filter_item","Map Item","false","2020-09-13 06:43:17"
"Map Item","cmn_map_item","Application File","true","2020-09-13 06:43:17"
"Map Page Marker","cmn_map_marker","Map Item","false","2020-09-13 06:43:18"
"Map Marker Click Action","cmn_map_marker_click_action","Map Item","false","2020-09-13 06:43:18"
"Map Marker Icon","cmn_map_marker_icon","Map Item","false","2020-09-13 06:43:18"
"Map Page","cmn_map_page","Application File","false","2020-09-13 06:43:18"
"Notification Device","cmn_notif_device","","false","2020-09-13 06:16:31"
"Notification Device Variable","cmn_notif_device_variable","","false","2020-09-13 06:16:31"
"Group Member","cmn_notif_grmember","","false","2020-09-13 06:16:32"
"Notification Group","cmn_notif_group","","false","2020-09-13 06:16:31"
"Notification Messages","cmn_notif_message","","false","2020-09-13 06:16:32"
"Notification Service Provider","cmn_notif_service_provider","Application File","false","2020-09-13 06:16:31"
"Other Schedule","cmn_other_schedule","","false","2020-09-13 06:37:50"
"Relative Duration","cmn_relative_duration","Application File","false","2020-09-13 06:37:52"
"Shift","cmn_rota","","false","2020-09-13 06:59:32"
"Shift Contact Preference","cmn_rota_contact_preference","","false","2020-09-13 06:59:33"
"Rotation Escalation","cmn_rota_escalation","","false","2020-09-13 06:59:32"
"Shift Escalation Set","cmn_rota_escalation_set","","false","2020-09-13 06:59:28"
"Shift Escalation Step Definition","cmn_rota_esc_step_def","","false","2020-09-13 06:59:28"
"On-call Member","cmn_rota_member","","false","2020-09-13 06:59:34"
"Shift Response Cache","cmn_rota_resp_cache","","false","2020-09-13 06:59:29"
"Roster","cmn_rota_roster","","false","2020-09-13 06:59:33"
"Schedule","cmn_schedule","Business Calendar","true","2020-09-13 06:37:50"
"Blackout Schedule","cmn_schedule_blackout","Condition Schedule","false","2020-09-13 06:51:42"
"Condition Schedule","cmn_schedule_condition","Schedule","true","2020-09-13 06:51:42"
"Maintenance Schedule","cmn_schedule_maintenance","Condition Schedule","false","2020-09-13 06:51:42"
"Schedule Page","cmn_schedule_page","Application File","false","2020-09-13 06:37:49"
"Schedule Entry","cmn_schedule_span","Business Calendar Entry","true","2020-09-13 06:37:50"
"Timeline Page","cmn_timeline_page","Application File","true","2020-09-13 06:37:49"
"Timeline Page Span Style","cmn_timeline_page_style","Application File","false","2020-09-13 06:37:49"
"Timeline Sub Item","cmn_timeline_sub_item","Timeline Page","false","2020-09-13 06:37:50"
"User Schedule","cmn_user_schedule","","true","2020-09-13 06:37:49"
"Collaborator","collaborator","","false","2020-09-13 06:18:42"
"Column Renderer","column_renderer","Macro","false","2020-09-13 06:18:54"
"Automation Pipeline Command Filter","command_has_filter","","false","2020-09-13 06:45:53"
"Automation Pipeline Command Parser","command_has_parser","","false","2020-09-13 06:45:51"
"Automation Pipeline Command Transformer","command_has_transformer","","false","2020-09-13 06:46:01"
"Configuration Automation Object","config_automation_object","","false","2020-09-13 06:45:57"
"Conflict","conflict","","false","2020-09-13 06:51:42"
"Connection Attributes","connection_attributes","Variables","false","2020-09-13 06:45:46"
"Connect Action","connect_action","Application File","false","2020-09-13 06:18:42"
"Content Block","content_block","Application File","true","2020-09-13 06:40:20"
"Detailed Content","content_block_detail","Content Block","false","2020-09-13 06:40:21"
"IFrames","content_block_iframe","Sized Content","false","2020-09-13 06:40:22"
"Dynamic Content","content_block_programmatic","Content Block","false","2020-09-13 06:40:21"
"Sized Content","content_block_sized","Content Block","true","2020-09-13 06:40:20"
"Static Content","content_block_static","Content Block","false","2020-09-13 06:40:21"
"Style Sheet","content_css","Application File","false","2020-09-13 06:15:12"
"Content Type","content_type","Application File","false","2020-09-13 06:40:21"
"Contract CI","contract_rel_ci","","false","2020-09-13 06:57:51"
"Contract SLA","contract_rel_contract_sla","","false","2020-09-13 06:57:54"
"Contract group","contract_rel_group","","false","2020-09-13 06:57:52"
"Contract Location","contract_rel_location","","false","2020-09-13 06:57:54"
"Contract User","contract_rel_user","","false","2020-09-13 06:57:55"
"SLA Definition","contract_sla","Application File","false","2020-09-13 06:47:21"
"Cool Thing","cool_thing","Application File","false","2020-09-13 06:42:38"
"Company","core_company","","false","2020-09-13 06:14:41"
"Country","core_country","","false","2020-09-13 06:14:41"
"Credential Type Metadata","credential_type_metadata","Application File","false","2020-09-13 06:45:46"
"Application Services Action Result","csdm_dashboard_action_report_result","","false","2020-09-13 07:02:58"
"Application Services Dashboard Result","csdm_dashboard_reports_result","","false","2020-09-13 07:02:59"
"Application Services Types Result","csdm_dashboard_type_report_result","","false","2020-09-13 07:02:59"
"CSM Field Map","csm_field_map","Application File","false","2020-09-13 06:40:33"
"CSM Table Map","csm_table_map","Application File","false","2020-09-13 06:40:34"
"Customer modified or created CCSI","custmodified_ccsi","","false","2020-09-13 06:43:58"
"Search Context","cxs_context_config","Application File","false","2020-09-13 06:46:40"
"Filter Condition","cxs_fltr_condition","Application File","true","2020-09-13 06:46:37"
"Filter Configuration","cxs_fltr_config","Application File","true","2020-09-13 06:46:37"
"Relevant Document","cxs_relevant_doc","","false","2020-09-13 06:46:39"
"Relevant Document Detail","cxs_rel_doc_detail","","false","2020-09-13 06:46:41"
"Resource Configuration","cxs_res_context_config","Application File","false","2020-09-13 06:46:40"
"Search Resource Context Property","cxs_res_context_config_prop","Application File","false","2020-09-13 06:46:39"
"Record Producer Configuration","cxs_rp_config","Base UI Configuration","false","2020-09-13 06:46:41"
"Filter Condition","cxs_rp_fltr_condition","Filter Condition","false","2020-09-13 06:46:38"
"Filter Configuration","cxs_rp_fltr_config","Filter Configuration","false","2020-09-13 06:46:38"
"Searcher","cxs_searcher_config","Application File","false","2020-09-13 06:46:39"
"Available Search Resource","cxs_search_resource","Application File","false","2020-09-13 06:46:40"
"Search Result Display Configuration","cxs_search_result_fields","Application File","false","2020-09-13 06:46:40"
"Search Resource","cxs_search_res_config","Application File","false","2020-09-13 06:46:39"
"Search Resource Property","cxs_search_res_config_prop","Application File","false","2020-09-13 06:46:38"
"Table Configuration","cxs_table_config","Base UI Configuration","false","2020-09-13 06:46:39"
"Email Configuration","cxs_table_email_config","Application File","false","2020-09-13 06:46:38"
"Search Field","cxs_table_field_config","Application File","false","2020-09-13 06:46:37"
"Filter Condition","cxs_table_fltr_condition","Filter Condition","false","2020-09-13 06:46:37"
"Filter Configuration","cxs_table_fltr_config","Filter Configuration","false","2020-09-13 06:46:37"
"Search Actions","cxs_ui_action","Application File","false","2020-09-13 06:46:38"
"Search Action Configuration","cxs_ui_action_config","Application File","false","2020-09-13 06:46:41"
"Base UI Configuration","cxs_ui_config_base","Application File","true","2020-09-13 06:46:38"
"Wizard Configuration","cxs_wizard_config","Base UI Configuration","false","2020-09-13 06:46:40"
"Audio","db_audio","Application File","false","2020-09-13 06:18:42"
"Images","db_image","Application File","false","2020-09-13 06:16:25"
"Video","db_video","","false","2020-09-13 06:39:55"
"Diagnostic Details","diagnostics_history","","false","2020-09-13 06:43:29"
"Diagnostics Result","diagnostics_result","","false","2020-09-13 06:43:28"
"Diagnostics Test","diagnostics_test","","false","2020-09-13 06:39:51"
"Diagnostic Event","diagnostic_event","","false","2020-09-13 06:19:11"
"Diagnostic Rule","diagnostic_rule","","false","2020-09-13 06:43:29"
"Diagrammer Actions","diagrammer_action","Application File","true","2020-09-13 06:37:33"
"Discovery Active Error","discovery_active_error","","false","2020-09-13 06:46:07"
"Classification","discovery_classy","Application File","true","2020-09-13 06:45:50"
